candidate_id,job_role,education_level,years_experience,technical_skill_score,aptitude_score,communication_score,interview_score,internship_experience,projects_count,project_quality_score,certifications_count,certification_prestige_score,competition_awards_count,ats_score,linkedin_profile_score,github_coding_profile_score,relocation_preference,age,gender,selected
3131,Data Analyst,Bachelor's,2.2,52.9,67.5,58.3,64.0,1,4,48.2,2,0.0,0.0,86.2,3.8,4.9,Open to Remote,27,Female,0
3132,Strategy Consultant,Master's,2.0,90.3,95.5,64.9,100.0,1,3,55.2,5,20.3,1.0,39.0,7.7,0.0,Yes,26,Male,1
3133,Software Engineer,PhD,2.9,71.9,77.7,61.8,72.2,0,4,57.8,3,47.2,2.0,53.2,5.0,4.5,Open to Remote,32,Male,1
3134,Software Engineer,Bachelor's,4.0,86.7,64.9,52.1,74.7,0,7,56.8,1,34.4,0.0,58.1,7.3,6.7,Open to Remote,41,Male,0
3135,Sales Executive,Bachelor's,0.0,55.4,61.0,75.7,72.6,1,3,76.4,1,38.6,0.0,66.9,8.3,2.2,No,21,Female,0
3136,Sales Executive,Bachelor's,2.7,78.1,53.5,82.6,58.6,1,4,56.9,0,13.1,0.0,42.6,5.4,2.3,No,43,Female,0
3137,Strategy Consultant,Bachelor's,2.3,46.3,88.2,72.1,66.3,1,3,46.7,3,27.3,0.0,34.0,4.7,1.5,Open to Remote,28,Male,0
3138,Software Engineer,Bachelor's,9.0,53.4,71.5,59.6,59.0,0,2,74.2,1,30.8,0.0,68.8,6.1,7.1,Open to Remote,31,Female,1
3139,Sales Executive,High School,3.0,72.9,74.2,63.1,44.4,0,2,44.2,1,17.8,0.0,100.0,9.6,0.8,Open to Remote,21,Male,0
3140,Data Analyst,Master's,4.4,78.5,47.7,80.2,79.3,0,2,78.3,3,38.8,0.0,47.6,6.1,5.8,Open to Remote,35,Male,1
3141,Data Analyst,Master's,2.6,71.8,55.9,43.4,45.9,1,1,16.1,2,26.2,1.0,44.6,8.6,2.9,Open to Remote,29,Female,0
3142,Software Engineer,Master's,3.6,93.0,69.1,61.6,83.0,1,1,64.0,2,26.5,0.0,100.0,5.9,7.2,Open to Remote,29,Male,1
3143,Strategy Consultant,PhD,0.0,57.7,79.4,62.7,56.9,1,3,47.3,3,75.3,0.0,46.6,8.4,3.0,Open to Remote,21,Female,0
3144,Software Engineer,Bachelor's,4.0,93.5,100.0,71.2,100.0,1,3,37.6,1,38.7,1.0,56.3,7.9,7.3,No,29,Female,0
3145,Strategy Consultant,Master's,5.2,53.7,44.9,83.3,58.1,1,3,33.7,1,30.2,0.0,57.0,10.0,0.0,Open to Remote,34,Female,1
3146,Sales Executive,High School,1.1,58.5,54.5,75.0,86.1,1,3,58.1,2,20.0,0.0,62.8,7.9,0.0,Open to Remote,28,Male,0
3147,Sales Executive,High School,5.7,52.9,53.8,98.3,67.0,1,0,18.6,2,28.9,0.0,58.2,6.4,3.9,Yes,36,Male,1
3148,Sales Executive,High School,1.7,40.1,58.6,72.2,56.2,1,1,44.9,1,28.3,0.0,69.3,9.4,0.7,No,36,Male,0
3149,Strategy Consultant,Bachelor's,3.0,46.9,98.0,83.2,93.7,0,1,26.7,2,31.3,0.0,23.8,4.0,0.0,Open to Remote,25,Female,0
3150,Software Engineer,Bachelor's,3.9,64.1,78.1,44.1,50.3,0,4,34.1,2,19.6,1.0,51.5,7.8,4.8,Yes,39,Female,0
3151,Software Engineer,Master's,4.3,74.0,40.9,61.1,60.2,1,0,59.7,3,1.3,0.0,80.2,8.3,3.3,No,29,Female,0
3152,Sales Executive,High School,4.4,38.2,78.0,61.0,64.6,0,3,54.8,4,34.3,0.0,3.6,9.2,0.0,No,29,Female,0
3153,Data Analyst,Master's,3.7,71.5,90.6,60.3,78.2,1,4,33.0,3,48.3,0.0,31.5,3.8,5.7,No,30,Male,0
3154,Software Engineer,Bachelor's,10.5,76.0,68.9,54.2,66.8,0,2,66.6,2,2.5,0.0,73.1,6.1,5.7,Yes,29,Female,0
3155,Software Engineer,Bachelor's,0.0,73.1,40.7,68.2,60.5,1,5,74.1,4,70.9,1.0,59.9,7.8,4.3,No,21,Female,0
3156,Data Analyst,Bachelor's,4.1,68.3,65.7,49.9,71.2,1,2,44.7,4,46.6,0.0,44.1,6.7,7.7,No,28,Male,1
3157,Software Engineer,Bachelor's,0.0,61.5,72.0,100.0,80.2,1,2,43.4,4,69.7,0.0,61.7,5.7,6.4,Open to Remote,21,Female,0
3158,Software Engineer,Bachelor's,1.2,65.8,79.9,34.3,70.6,0,3,81.9,3,33.1,0.0,65.2,6.1,7.1,No,39,Female,0
3159,Strategy Consultant,Master's,6.9,24.9,45.4,73.5,52.8,0,3,51.2,3,0.0,0.0,28.4,10.0,2.6,Yes,39,Female,0
3160,Data Analyst,Bachelor's,2.7,63.2,56.5,64.3,69.4,1,2,76.0,2,19.7,0.0,54.3,3.7,1.7,No,34,Female,0
3161,Strategy Consultant,Master's,3.2,35.2,88.5,78.1,79.8,0,2,51.1,1,28.3,1.0,25.3,4.1,0.0,Yes,28,Male,0
3162,Strategy Consultant,Bachelor's,1.0,51.5,94.5,62.3,64.5,1,2,51.7,2,10.3,1.0,75.9,4.8,1.0,Yes,23,Female,0
3163,Software Engineer,Bachelor's,2.0,59.3,71.5,58.6,76.0,1,6,60.2,2,37.0,0.0,23.6,9.9,0.0,No,25,Male,0
3164,Sales Executive,Master's,4.6,14.2,72.2,66.5,48.0,1,1,33.1,0,0.0,0.0,41.0,8.6,5.5,No,41,Female,0
3165,Sales Executive,Bachelor's,3.0,78.8,61.8,100.0,64.3,1,3,80.0,3,28.3,1.0,75.6,6.0,1.8,Open to Remote,25,Male,1
3166,Sales Executive,Bachelor's,10.5,41.5,69.4,65.5,54.3,1,3,51.9,2,14.6,0.0,90.4,10.0,0.7,Open to Remote,21,Female,0
3167,Software Engineer,High School,7.8,91.7,67.2,52.8,62.1,0,2,94.4,1,36.9,0.0,59.1,3.4,8.0,No,35,Male,0
3168,Software Engineer,Bachelor's,4.0,62.1,72.2,45.0,63.6,1,2,69.0,1,14.9,0.0,100.0,4.5,8.4,Open to Remote,38,Male,0
3169,Software Engineer,Bachelor's,3.1,95.5,46.7,43.0,59.1,1,4,51.1,2,9.0,0.0,41.1,3.3,7.7,No,39,Male,0
3170,Sales Executive,Bachelor's,1.5,27.7,65.8,54.0,49.9,1,2,31.6,1,12.0,0.0,58.7,7.3,2.8,Yes,35,Female,0
3171,Strategy Consultant,Bachelor's,4.4,52.6,53.2,80.1,74.6,1,0,47.9,3,55.9,0.0,39.2,7.6,3.6,Yes,36,Male,0
3172,Sales Executive,Bachelor's,6.7,28.6,65.8,64.9,70.3,1,4,25.1,0,22.7,0.0,79.9,7.4,4.8,No,29,Male,1
3173,Sales Executive,Bachelor's,0.0,84.0,48.4,63.0,69.5,1,5,73.1,2,37.7,1.0,59.2,9.5,0.0,Yes,21,Male,1
3174,Strategy Consultant,Master's,5.0,46.3,77.5,55.6,71.9,0,2,29.1,1,29.4,0.0,31.0,5.8,0.0,No,29,Male,0
3175,Sales Executive,Master's,4.5,57.4,40.7,79.6,58.0,1,3,56.0,1,0.0,0.0,79.1,6.6,0.0,No,33,Female,1
3176,Software Engineer,High School,3.8,76.8,57.4,55.3,44.7,1,0,26.4,2,24.5,0.0,50.4,6.3,7.5,Open to Remote,28,Male,0
3177,Strategy Consultant,Master's,4.0,49.6,77.5,70.4,51.1,1,8,100.0,4,61.0,0.0,26.4,10.0,0.0,No,28,Male,0
3178,Data Analyst,Bachelor's,1.0,72.8,79.3,48.6,63.9,1,2,44.7,1,0.0,1.0,51.8,6.6,1.9,No,23,Male,0
3179,Software Engineer,Bachelor's,1.0,90.4,81.4,61.5,87.1,1,0,59.1,2,0.0,1.0,82.8,5.1,8.2,Open to Remote,23,Male,1
3180,Data Analyst,Bachelor's,2.8,75.0,50.7,50.1,56.7,1,1,21.6,3,12.3,0.0,55.8,7.2,3.9,Open to Remote,40,Male,0
3181,Strategy Consultant,Bachelor's,3.2,52.4,49.5,71.1,72.3,1,6,66.2,1,4.9,0.0,45.2,6.2,0.7,Open to Remote,40,Male,0
3182,Software Engineer,Bachelor's,7.0,77.8,50.4,52.9,82.8,0,6,56.3,2,27.6,1.0,59.4,6.2,10.0,No,29,Male,0
3183,Data Analyst,High School,3.9,93.7,52.0,34.7,49.9,0,2,81.6,2,0.9,0.0,15.3,5.3,7.2,No,31,Male,0
3184,Software Engineer,High School,1.0,63.7,88.5,85.4,100.0,1,0,25.2,2,36.8,1.0,100.0,3.2,7.5,No,23,Male,0
3185,Software Engineer,Bachelor's,2.2,42.2,85.1,63.6,42.9,1,1,37.1,1,64.4,1.0,49.4,4.3,4.7,Yes,33,Female,0
3186,Software Engineer,Master's,3.6,53.6,50.1,57.7,76.2,0,2,54.4,2,15.4,1.0,72.7,8.7,6.6,Yes,40,Male,1
3187,Sales Executive,Bachelor's,0.0,29.7,80.7,80.1,62.2,1,7,57.5,4,12.6,0.0,77.3,7.7,0.0,Yes,21,Female,0
3188,Strategy Consultant,PhD,0.2,36.8,91.2,100.0,72.4,1,2,21.4,1,11.2,0.0,27.6,6.9,0.4,Yes,32,Female,0
3189,Software Engineer,Bachelor's,5.2,57.3,40.6,72.1,57.4,1,2,52.5,1,30.7,0.0,28.7,5.7,4.9,Yes,32,Female,0
3190,Software Engineer,Bachelor's,5.3,69.6,49.5,60.2,50.7,0,3,24.1,0,15.8,1.0,89.2,5.0,7.1,Yes,32,Male,0
3191,Software Engineer,Bachelor's,1.5,73.7,40.1,44.4,71.4,1,2,78.3,2,28.3,0.0,42.0,5.7,6.2,Open to Remote,39,Female,0
3192,Software Engineer,Bachelor's,6.5,73.6,63.7,46.7,52.9,1,2,51.6,0,7.2,0.0,50.5,4.9,4.9,Yes,41,Female,0
3193,Sales Executive,Bachelor's,3.1,34.0,55.3,48.0,38.5,1,2,15.7,3,40.4,0.0,33.2,7.6,0.0,Yes,28,Female,0
3194,Sales Executive,Master's,1.7,59.9,55.2,69.5,45.3,1,8,81.2,5,99.1,0.0,0.0,5.0,4.5,Yes,33,Female,0
3195,Sales Executive,Bachelor's,1.4,53.0,24.6,84.9,46.9,1,1,52.3,3,25.8,1.0,48.6,8.5,0.0,No,30,Male,0
3196,Data Analyst,Bachelor's,3.0,88.7,46.6,69.5,60.9,0,3,49.9,2,26.6,0.0,60.6,5.5,7.2,No,25,Female,0
3197,Sales Executive,Bachelor's,2.3,57.7,58.9,84.2,58.1,1,1,8.4,2,35.8,0.0,75.7,4.5,0.6,Yes,31,Female,1
3198,Software Engineer,Master's,10.5,64.8,74.3,47.3,59.4,0,0,37.2,0,62.8,1.0,47.0,5.0,7.1,No,33,Male,0
3199,Software Engineer,Master's,1.3,89.6,34.7,63.3,50.5,0,3,78.6,4,58.0,0.0,50.0,4.8,7.1,No,30,Male,0
3200,Strategy Consultant,Bachelor's,2.0,54.1,52.8,82.4,82.7,1,3,58.4,0,28.3,1.0,64.1,8.6,0.3,Yes,24,Female,1
3201,Sales Executive,Master's,2.0,57.0,70.3,41.6,53.8,1,3,62.4,1,10.6,0.0,72.0,6.8,0.9,Open to Remote,26,Male,0
3202,Strategy Consultant,Bachelor's,4.0,60.8,53.6,74.6,68.0,1,5,85.5,3,60.8,0.0,31.7,5.0,2.1,No,26,Female,0
3203,Strategy Consultant,Master's,0.0,48.1,71.8,100.0,83.7,0,1,68.9,1,18.1,2.0,12.1,2.6,0.0,No,24,Male,0
3204,Sales Executive,Bachelor's,7.5,46.5,35.2,70.6,75.8,1,2,0.0,0,43.3,1.0,96.1,5.9,0.5,Yes,31,Female,1
3205,Strategy Consultant,Bachelor's,10.0,48.0,84.5,32.2,64.3,0,4,34.6,0,7.6,0.0,83.0,9.0,1.0,Open to Remote,32,Male,0
3206,Data Analyst,Master's,4.4,52.2,37.7,47.8,43.3,1,2,50.7,3,21.9,0.0,39.4,6.5,6.3,No,35,Female,0
3207,Software Engineer,Master's,0.0,37.8,60.4,27.8,28.2,1,1,42.3,1,0.0,1.0,42.6,3.9,6.0,Open to Remote,24,Male,0
3208,Software Engineer,Bachelor's,2.3,59.6,79.1,45.5,64.6,1,6,46.0,2,37.1,0.0,53.8,5.2,6.4,No,26,Female,0
3209,Software Engineer,Bachelor's,8.0,73.0,74.2,36.6,73.4,1,2,39.8,4,4.6,0.0,40.7,5.8,8.6,Open to Remote,38,Male,0
3210,Software Engineer,Bachelor's,2.0,86.3,58.0,69.0,73.5,0,5,100.0,3,58.9,1.0,49.4,8.7,3.3,Open to Remote,28,Male,1
3211,Data Analyst,Master's,0.1,76.9,57.5,71.7,70.0,0,2,48.7,0,0.0,0.0,56.4,5.6,7.4,Yes,29,Male,0
3212,Sales Executive,Bachelor's,2.9,40.8,51.5,80.1,60.3,0,3,54.0,0,0.0,0.0,21.3,6.1,0.0,Open to Remote,28,Male,0
3213,Sales Executive,High School,6.5,34.8,35.7,93.4,33.1,0,4,86.7,2,25.9,0.0,95.1,7.8,3.2,No,36,Other,1
3214,Sales Executive,High School,2.2,42.3,53.5,66.5,55.9,1,4,58.4,5,66.9,0.0,16.4,8.4,3.7,No,36,Male,0
3215,Software Engineer,Bachelor's,8.3,55.4,63.8,56.1,67.0,0,1,56.8,0,10.5,0.0,11.3,7.1,6.1,No,36,Male,0
3216,Sales Executive,Bachelor's,7.0,13.3,48.7,100.0,53.7,1,8,82.3,1,35.1,0.0,61.0,8.6,3.1,Yes,29,Female,1
3217,Data Analyst,Master's,0.0,41.8,83.0,68.8,77.1,0,2,38.5,3,40.2,0.0,42.1,9.9,4.1,Open to Remote,24,Male,0
3218,Software Engineer,Bachelor's,10.5,90.6,48.9,63.7,82.6,0,3,58.1,3,47.5,0.0,70.7,3.2,5.3,Yes,41,Male,1
3219,Software Engineer,Master's,9.9,97.9,39.4,43.5,55.3,1,0,70.6,5,79.4,0.0,64.0,5.3,7.8,Yes,34,Female,1
3220,Data Analyst,Master's,2.0,76.3,60.1,53.8,68.9,0,2,54.7,1,5.7,0.0,51.0,5.6,6.8,No,26,Male,1
3221,Software Engineer,Bachelor's,4.7,69.1,66.9,40.0,58.8,1,2,34.6,2,29.9,0.0,54.9,3.0,4.8,No,38,Female,0
3222,Strategy Consultant,Bachelor's,4.0,29.1,70.4,95.2,40.3,0,3,66.2,3,0.0,0.0,54.9,4.4,0.0,Yes,26,Female,1
3223,Sales Executive,High School,3.4,42.6,52.7,51.6,46.5,1,4,5.4,2,54.2,0.0,73.0,6.6,1.4,Yes,37,Male,0
3224,Sales Executive,Master's,5.5,54.2,38.1,88.7,49.1,0,6,100.0,1,13.0,1.0,38.0,6.4,4.5,No,38,Female,0
3225,Software Engineer,Master's,0.0,82.4,50.3,63.7,67.8,0,3,59.4,5,49.0,0.0,69.6,4.6,6.9,No,23,Female,0
3226,Strategy Consultant,Master's,8.0,60.3,64.7,45.9,64.8,1,2,50.2,2,20.4,0.0,45.4,3.0,3.8,Yes,32,Male,0
3227,Sales Executive,High School,10.5,63.1,46.5,92.1,65.7,0,4,64.4,6,41.3,2.0,48.0,4.8,3.3,No,34,Female,0
3228,Software Engineer,Bachelor's,0.4,99.1,81.5,51.1,66.2,1,4,97.7,7,76.9,0.0,46.8,4.4,8.9,No,45,Male,1
3229,Sales Executive,Bachelor's,3.0,38.9,59.0,55.2,53.4,0,3,52.8,1,31.2,0.0,43.5,6.6,0.6,Yes,25,Female,0
3230,Data Analyst,Master's,9.7,100.0,60.0,65.5,100.0,0,6,85.6,1,8.8,1.0,40.0,6.1,3.5,Open to Remote,38,Female,1
3231,Data Analyst,Master's,4.0,34.7,84.4,47.7,28.1,0,6,49.3,1,54.5,0.0,25.5,5.0,5.2,Yes,29,Male,0
3232,Software Engineer,High School,3.3,58.3,71.7,51.9,62.9,0,4,48.6,5,65.0,0.0,35.9,4.2,4.4,Open to Remote,22,Male,0
3233,Data Analyst,High School,2.7,68.0,47.6,52.4,49.9,1,3,70.0,4,73.1,0.0,11.4,6.3,6.8,No,28,Male,0
3234,Software Engineer,Master's,2.3,78.2,16.4,41.8,41.8,1,2,59.5,1,0.0,0.0,40.1,6.1,6.1,Open to Remote,29,Female,0
3235,Software Engineer,Master's,0.0,67.3,45.1,37.2,48.8,1,3,88.6,1,7.3,0.0,46.3,3.7,6.6,Yes,23,Female,0
3236,Software Engineer,Bachelor's,8.3,62.6,73.9,67.0,63.4,1,3,42.1,3,53.3,0.0,62.4,9.5,6.5,No,31,Male,0
3237,Strategy Consultant,Bachelor's,0.6,83.0,85.4,74.9,88.1,1,1,30.1,2,2.4,0.0,32.4,2.0,0.0,No,35,Male,0
3238,Software Engineer,Bachelor's,1.6,61.8,40.1,58.9,51.4,1,1,49.9,3,25.6,0.0,54.2,6.9,5.8,No,30,Female,0
3239,Data Analyst,Bachelor's,2.2,49.7,77.9,54.5,33.9,1,5,63.4,4,20.4,2.0,59.4,7.4,5.8,Open to Remote,26,Male,0
3240,Data Analyst,Bachelor's,0.9,90.4,77.3,60.8,91.5,1,4,49.5,3,41.9,1.0,56.6,7.6,2.4,Yes,28,Male,0
3241,Strategy Consultant,Bachelor's,5.8,62.7,92.9,59.0,84.0,1,2,41.5,2,20.2,1.0,58.8,7.2,0.0,No,29,Male,0
3242,Sales Executive,High School,5.3,61.4,69.3,63.7,57.3,1,0,51.1,2,6.8,0.0,58.9,4.3,0.0,No,30,Female,0
3243,Strategy Consultant,Master's,6.9,52.9,92.3,95.7,80.3,1,4,36.1,3,68.7,1.0,45.2,10.0,1.1,No,36,Male,0
3244,Software Engineer,Bachelor's,0.3,49.4,72.3,68.3,77.5,0,0,14.3,1,33.1,0.0,38.2,2.8,3.4,Yes,31,Female,0
3245,Software Engineer,Bachelor's,0.0,71.3,71.8,46.6,75.2,1,3,46.3,5,60.7,0.0,60.4,3.4,5.4,No,21,Female,1
3246,Sales Executive,Master's,2.0,22.3,49.9,52.6,57.5,1,3,32.0,1,24.1,1.0,23.0,6.0,0.0,No,26,Male,1
3247,Data Analyst,High School,5.9,68.6,80.3,34.5,64.7,0,2,66.9,2,44.2,0.0,11.3,3.0,1.4,No,30,Female,0
3248,Strategy Consultant,Master's,3.8,59.8,52.0,60.5,66.9,0,3,45.9,2,38.2,0.0,39.5,4.0,0.0,Open to Remote,36,Male,0
3249,Strategy Consultant,Master's,3.4,66.1,69.9,71.6,86.1,1,3,87.2,1,0.0,1.0,44.2,4.8,1.6,Open to Remote,37,Male,0
3250,Data Analyst,Bachelor's,4.9,63.6,76.1,61.8,62.6,0,3,38.3,2,66.3,0.0,57.9,1.6,5.2,Yes,40,Female,0
3251,Strategy Consultant,Master's,4.5,61.2,93.1,72.2,79.9,1,4,68.9,4,77.0,1.0,56.4,6.8,0.9,Yes,30,Male,1
3252,Sales Executive,Bachelor's,2.2,31.4,47.8,80.0,27.6,0,0,28.7,3,28.3,1.0,34.0,6.2,0.0,Yes,34,Female,0
3253,Software Engineer,Bachelor's,0.0,84.5,79.5,39.4,48.3,1,6,81.4,0,0.0,1.0,61.8,5.0,9.6,Yes,21,Female,0
3254,Data Analyst,Master's,2.5,75.1,65.0,82.6,80.7,1,3,16.2,1,0.0,0.0,75.8,6.1,3.9,Yes,32,Male,0
3255,Software Engineer,Bachelor's,1.0,58.0,79.8,52.0,70.3,0,3,35.6,3,14.0,0.0,49.8,5.3,3.7,Yes,23,Female,0
3256,Strategy Consultant,Master's,0.5,58.0,60.0,74.4,59.7,1,3,52.4,0,20.1,0.0,34.9,5.2,4.0,No,29,Female,0
3257,Software Engineer,Bachelor's,4.5,86.3,75.9,45.2,61.5,1,4,34.4,1,13.0,1.0,52.4,6.4,5.0,Yes,47,Male,0
3258,Data Analyst,Master's,7.0,66.2,66.6,64.7,61.5,0,3,5.2,3,23.0,1.0,69.8,5.0,4.3,Yes,31,Male,0
3259,Sales Executive,High School,6.0,32.7,37.2,100.0,59.9,1,4,31.6,5,61.8,1.0,18.3,6.1,3.1,Open to Remote,24,Female,1
3260,Software Engineer,Bachelor's,7.8,72.7,62.7,40.2,30.6,1,4,71.9,4,40.1,0.0,70.3,5.2,5.5,Open to Remote,31,Male,0
3261,Software Engineer,Master's,2.0,78.3,84.8,38.3,71.8,1,4,76.1,3,54.5,1.0,47.4,8.1,9.4,No,26,Male,1
3262,Sales Executive,High School,0.9,32.5,39.7,62.0,45.4,0,7,49.7,3,34.3,2.0,68.7,5.9,1.2,Open to Remote,23,Male,1
3263,Software Engineer,Master's,9.2,54.9,42.7,50.0,52.5,0,2,44.8,3,69.3,1.0,58.0,6.8,8.1,Open to Remote,42,Male,0
3264,Data Analyst,Master's,10.1,72.8,74.0,52.2,64.5,0,0,49.5,5,94.3,0.0,69.0,3.5,5.5,No,35,Male,0
3265,Data Analyst,PhD,1.2,77.3,42.8,44.4,38.8,1,2,79.0,4,47.3,1.0,76.3,5.6,4.4,No,31,Female,1
3266,Software Engineer,Bachelor's,2.7,100.0,88.5,54.3,67.4,1,1,79.2,0,8.2,2.0,85.5,6.1,10.0,Open to Remote,27,Female,0
3267,Software Engineer,High School,4.1,80.0,88.1,78.4,100.0,1,4,84.4,4,41.3,1.0,75.6,3.8,8.6,Open to Remote,27,Female,1
3268,Sales Executive,Bachelor's,2.7,26.9,70.6,72.8,48.4,1,2,30.4,2,49.8,0.0,26.6,6.3,0.0,No,38,Male,0
3269,Strategy Consultant,Bachelor's,2.1,80.6,71.8,68.6,83.5,1,1,49.3,2,46.0,0.0,73.8,4.6,0.0,Yes,31,Male,0
3270,Software Engineer,Bachelor's,0.0,85.8,90.0,60.1,65.1,0,1,53.0,3,0.0,0.0,33.2,3.8,8.7,Open to Remote,21,Male,1
3271,Strategy Consultant,Master's,6.3,19.9,92.2,79.7,62.3,0,1,28.1,0,25.7,0.0,19.9,6.5,0.0,Open to Remote,44,Male,0
3272,Sales Executive,Master's,6.0,29.5,47.0,95.6,52.6,1,0,4.1,1,13.8,0.0,44.3,10.0,0.0,Open to Remote,30,Female,1
3273,Sales Executive,Master's,2.1,37.6,76.6,78.6,60.2,1,2,69.2,2,34.1,0.0,73.0,7.8,3.3,Open to Remote,31,Male,1
3274,Sales Executive,High School,7.6,57.6,41.3,75.0,54.7,0,5,75.1,1,21.5,2.0,50.9,7.1,1.7,No,36,Female,0
3275,Sales Executive,Bachelor's,2.7,9.3,52.0,60.1,57.2,1,6,74.5,1,13.6,1.0,25.1,9.9,0.0,Open to Remote,32,Male,0
3276,Strategy Consultant,Bachelor's,1.3,48.2,45.1,81.1,81.9,1,3,64.3,1,28.3,0.0,63.2,3.9,2.6,No,33,Female,0
3277,Data Analyst,Master's,2.0,76.7,70.2,47.3,67.3,1,6,71.2,3,3.8,0.0,48.6,8.2,9.8,Open to Remote,26,Female,1
3278,Data Analyst,Bachelor's,0.0,22.5,63.6,46.9,38.4,1,4,23.8,1,16.0,0.0,53.5,4.8,2.9,Open to Remote,22,Female,0
3279,Data Analyst,Master's,5.0,76.2,61.2,62.9,51.1,1,0,56.4,3,32.8,0.0,60.4,6.1,2.3,No,31,Female,0
3280,Software Engineer,Master's,4.9,83.0,62.5,78.1,58.4,0,2,69.3,2,27.3,0.0,40.4,6.9,10.0,Yes,38,Female,0
3281,Sales Executive,High School,4.5,32.3,46.3,85.9,72.7,1,4,58.9,2,33.8,0.0,69.6,8.0,3.2,No,25,Female,0
3282,Software Engineer,Master's,1.0,52.7,65.6,54.4,39.5,1,5,100.0,1,5.2,0.0,19.1,4.8,6.4,Open to Remote,25,Male,0
3283,Software Engineer,Master's,7.4,57.1,84.3,40.3,54.1,1,2,38.9,2,0.6,0.0,35.2,7.2,7.1,No,36,Male,1
3284,Software Engineer,Bachelor's,4.0,29.9,49.1,77.8,54.3,0,3,41.3,3,55.3,2.0,59.2,4.7,8.9,Open to Remote,26,Female,0
3285,Software Engineer,Bachelor's,2.8,65.1,77.9,54.2,33.9,0,5,73.3,3,46.8,0.0,100.0,4.7,8.9,No,27,Male,0
3286,Sales Executive,Bachelor's,2.8,48.3,58.2,70.6,44.1,1,1,31.5,1,7.6,0.0,15.6,6.9,3.0,Yes,27,Female,0
3287,Sales Executive,Bachelor's,0.8,26.7,60.6,83.3,40.6,1,5,53.8,4,60.0,1.0,43.0,8.1,0.0,No,29,Male,0
3288,Data Analyst,Master's,0.0,79.6,67.5,53.3,58.8,1,2,74.5,1,1.5,0.0,11.7,3.6,4.4,Open to Remote,21,Female,0
3289,Software Engineer,Bachelor's,3.4,71.5,54.2,43.7,59.7,1,3,47.8,1,26.1,0.0,53.8,3.8,10.0,Open to Remote,26,Male,0
3290,Data Analyst,Master's,6.0,68.9,74.7,50.1,76.4,1,2,42.2,1,26.4,0.0,43.1,2.1,6.4,Open to Remote,30,Female,0
3291,Data Analyst,Bachelor's,1.8,59.0,75.8,50.1,53.0,1,5,78.1,2,16.0,0.0,54.4,5.0,8.7,No,30,Male,0
3292,Sales Executive,High School,6.2,56.1,43.0,58.1,47.3,0,2,25.1,1,31.6,0.0,81.2,9.2,1.4,No,36,Male,0
3293,Sales Executive,Bachelor's,4.4,64.4,34.9,56.4,51.3,0,2,49.8,1,28.3,0.0,72.3,10.0,0.0,No,40,Female,0
3294,Data Analyst,Bachelor's,1.9,58.9,69.3,74.6,57.8,0,2,47.3,4,42.1,0.0,46.6,6.0,2.9,Yes,38,Male,0
3295,Data Analyst,Master's,4.0,76.4,79.3,70.0,80.0,1,2,66.2,2,28.2,2.0,72.2,8.8,4.1,Open to Remote,34,Male,1
3296,Strategy Consultant,Bachelor's,3.9,61.6,87.1,57.7,73.3,0,2,64.9,6,34.6,1.0,56.0,6.6,3.7,Yes,28,Female,0
3297,Sales Executive,Master's,1.0,51.3,73.0,88.3,38.1,0,1,38.5,0,27.4,0.0,31.2,7.3,1.2,Open to Remote,25,Female,1
3298,Data Analyst,Bachelor's,5.9,90.2,73.6,64.6,83.9,1,9,99.5,2,51.2,0.0,60.6,6.1,1.8,No,29,Male,1
3299,Data Analyst,Bachelor's,7.3,54.1,64.1,55.1,59.0,0,4,59.6,2,27.5,0.0,62.1,5.5,2.8,Yes,33,Female,1
3300,Software Engineer,Bachelor's,3.0,63.7,65.0,36.6,57.7,0,2,45.6,2,30.4,0.0,100.0,5.5,10.0,Yes,34,Male,0
3301,Strategy Consultant,Master's,1.4,38.3,53.4,75.1,69.9,1,5,84.7,0,9.1,1.0,75.2,5.9,0.0,Yes,33,Male,0
3302,Data Analyst,Bachelor's,6.0,75.9,57.8,88.0,53.3,0,2,63.8,1,19.9,1.0,72.7,9.1,5.6,No,28,Female,1
3303,Software Engineer,Master's,0.9,65.9,64.2,55.2,46.6,1,4,86.6,0,4.5,0.0,20.1,6.7,9.0,Open to Remote,34,Male,0
3304,Strategy Consultant,Master's,4.7,39.6,68.0,85.0,63.2,0,1,22.1,4,42.9,1.0,53.2,5.1,0.3,No,37,Male,0
3305,Sales Executive,High School,1.8,69.9,56.4,71.8,38.7,1,3,81.5,4,37.5,0.0,85.6,8.3,0.0,No,34,Male,1
3306,Software Engineer,Bachelor's,1.3,97.1,44.4,68.8,68.8,0,3,69.3,3,68.3,0.0,74.8,7.6,4.3,Yes,29,Female,1
3307,Software Engineer,Bachelor's,2.0,65.1,47.7,52.7,65.7,1,0,51.8,0,10.1,1.0,78.9,3.1,4.9,Open to Remote,24,Female,0
3308,Software Engineer,Bachelor's,2.0,49.5,76.6,18.9,51.7,1,1,6.5,2,9.4,1.0,62.3,7.6,3.9,Open to Remote,24,Male,0
3309,Sales Executive,High School,1.6,73.0,42.5,64.2,61.7,1,6,100.0,3,0.9,1.0,78.5,8.9,4.1,No,25,Female,0
3310,Software Engineer,Bachelor's,1.1,77.1,54.9,57.0,60.6,1,2,63.1,0,34.5,0.0,24.7,6.3,8.8,No,31,Female,0
