candidate_id,job_role,education_level,years_experience,technical_skill_score,aptitude_score,communication_score,interview_score,internship_experience,projects_count,project_quality_score,certifications_count,certification_prestige_score,competition_awards_count,ats_score,linkedin_profile_score,github_coding_profile_score,relocation_preference,age,gender,selected,selection_probability,hiring_score,rank_in_role,role_applicant_count,percentile_in_role
3333,Software Engineer,Bachelor's,2.5,76.2,81.1,57.4,84.5,0,1,43.7,2,2.1,1.0,65.7,5.9,7.2,No,42,Male,0,0.2148,21.5,604,1221,50.6
3334,Software Engineer,Bachelor's,5.6,74.0,80.9,52.2,70.6,0,4,67.2,6,61.2,1.0,66.1,5.4,7.2,Yes,31,Female,0,0.5906,59.1,139,1221,88.7
3335,Data Analyst,Bachelor's,5.0,45.3,100.0,51.5,73.4,0,4,77.5,2,15.9,0.0,46.8,7.1,6.2,Open to Remote,27,Male,0,0.4674,46.7,214,994,78.6
3336,Data Analyst,Bachelor's,0.9,82.9,45.7,33.5,34.2,0,1,66.3,0,11.9,0.0,54.4,6.7,5.1,Open to Remote,28,Female,0,0.0831,8.3,893,994,10.2
3337,Data Analyst,Bachelor's,4.0,88.1,75.3,59.7,66.8,0,3,61.7,1,41.5,1.0,64.3,2.4,5.9,Open to Remote,32,Male,0,0.3165,31.6,387,994,61.2
3338,Strategy Consultant,High School,1.6,56.4,56.6,57.2,58.4,0,0,47.7,0,20.6,0.0,69.6,9.6,1.4,Yes,39,Male,0,0.1792,17.9,329,804,59.1
3339,Software Engineer,Bachelor's,4.0,47.4,53.9,73.3,63.9,1,4,77.3,5,47.4,0.0,58.7,3.3,6.2,No,26,Male,0,0.241,24.1,555,1221,54.6
3340,Data Analyst,Bachelor's,2.0,67.4,60.5,57.0,53.9,1,2,22.6,2,10.1,0.0,69.0,3.5,7.0,No,24,Female,0,0.0581,5.8,969,994,2.5
3341,Data Analyst,High School,2.5,70.1,73.7,71.2,65.6,1,1,40.2,5,63.7,0.0,21.5,9.1,0.0,No,21,Female,1,0.3249,32.5,375,994,62.2
3342,Strategy Consultant,Bachelor's,5.7,45.9,62.0,62.8,51.9,0,3,30.2,1,0.0,1.0,31.4,6.4,2.3,Yes,30,Male,0,0.072,7.2,584,804,26.9
3343,Software Engineer,Bachelor's,0.0,90.2,65.5,44.9,63.4,1,2,46.0,1,48.4,1.0,50.3,7.8,4.8,Open to Remote,21,Female,0,0.1797,18.0,688,1221,43.7
3344,Software Engineer,High School,2.1,68.3,77.5,64.1,95.6,0,1,58.2,4,45.1,0.0,65.8,6.1,9.5,No,26,Female,1,0.6087,60.9,128,1221,89.6
3345,Data Analyst,Master's,0.0,96.6,84.9,64.2,85.5,1,2,39.4,4,22.3,1.0,71.4,6.4,1.0,No,24,Female,1,0.5491,54.9,145,994,85.5
3346,Sales Executive,High School,2.6,56.7,65.4,79.8,67.9,0,3,96.6,1,0.0,1.0,67.2,5.6,0.0,Yes,35,Female,1,0.7042,70.4,62,981,93.7
3347,Sales Executive,Bachelor's,3.7,49.1,61.8,73.6,46.4,0,5,76.6,2,22.4,0.0,45.4,6.6,1.9,No,26,Female,0,0.2101,21.0,690,981,29.5
3348,Sales Executive,Master's,3.4,58.8,52.9,86.8,52.0,1,5,57.1,1,14.8,1.0,56.8,10.0,0.7,No,31,Male,0,0.4218,42.2,357,981,63.7
3349,Sales Executive,Master's,0.0,68.0,46.5,84.7,64.8,1,3,56.0,2,38.1,0.0,92.4,5.6,0.0,Open to Remote,21,Male,1,0.5822,58.2,172,981,82.5
3350,Data Analyst,PhD,2.0,78.5,76.1,27.3,73.4,1,3,38.4,3,15.4,0.0,60.3,5.6,7.4,No,30,Male,0,0.2073,20.7,548,994,44.9
3351,Software Engineer,High School,4.0,68.9,49.2,51.1,54.4,0,0,14.1,2,44.7,0.0,20.0,6.5,4.1,Yes,22,Male,0,0.0596,6.0,1175,1221,3.5
3352,Software Engineer,Master's,2.0,60.1,66.8,70.2,63.8,1,5,61.1,0,0.0,0.0,64.7,4.7,7.2,No,26,Female,0,0.1329,13.3,836,1221,31.5
3353,Software Engineer,High School,3.9,53.2,48.9,39.7,38.3,1,4,83.5,5,51.6,0.0,77.0,4.1,5.6,No,42,Female,0,0.0819,8.2,1060,1221,13.0
3354,Data Analyst,Bachelor's,6.5,28.4,67.4,34.6,21.4,0,1,9.2,1,7.5,0.0,69.9,5.1,6.7,Open to Remote,35,Male,0,0.0613,6.1,959,994,3.5
3355,Data Analyst,Bachelor's,0.8,67.6,52.2,57.9,64.8,1,5,92.5,3,37.8,0.0,50.3,5.1,3.7,Yes,28,Female,0,0.253,25.3,465,994,53.2
3356,Data Analyst,Bachelor's,4.2,59.2,62.0,67.8,60.0,1,2,46.4,0,39.1,1.0,49.6,2.5,5.0,Open to Remote,48,Female,0,0.1317,13.2,710,994,28.4
3357,Sales Executive,Bachelor's,2.0,40.0,44.9,68.1,56.7,0,3,54.3,2,47.1,0.0,65.1,7.6,0.3,Yes,24,Male,1,0.5066,50.7,264,981,73.1
3358,Data Analyst,High School,3.1,80.4,56.1,79.4,74.6,0,5,75.4,4,49.7,1.0,62.9,8.2,4.9,No,36,Female,1,0.6782,67.8,54,994,94.6
3359,Sales Executive,High School,3.0,43.3,53.7,100.0,54.7,1,5,76.9,4,69.6,0.0,61.8,0.3,1.3,Open to Remote,21,Male,0,0.2614,26.1,599,981,38.9
3360,Sales Executive,High School,10.0,73.4,18.6,46.1,50.1,0,6,97.8,5,28.3,0.0,46.9,6.1,1.1,Yes,28,Male,0,0.6463,64.6,106,981,89.2
3361,Data Analyst,Bachelor's,0.0,56.4,41.0,54.2,35.5,0,3,51.1,1,52.7,0.0,61.4,0.0,4.9,Open to Remote,21,Male,0,0.0558,5.6,976,994,1.7
3362,Data Analyst,Bachelor's,0.6,50.4,80.1,25.8,53.3,1,3,62.3,3,23.8,1.0,41.8,8.5,3.5,Yes,31,Female,0,0.1315,13.2,710,994,28.4
3363,Sales Executive,High School,2.4,26.1,57.2,84.9,55.3,1,4,75.2,2,43.9,0.0,42.2,6.1,1.5,No,29,Male,1,0.3426,34.3,471,981,52.0
3364,Sales Executive,Master's,1.0,55.8,44.1,64.8,73.9,0,3,69.4,4,58.3,0.0,32.3,7.0,0.0,Open to Remote,27,Male,1,0.4212,42.1,359,981,63.5
3365,Data Analyst,Bachelor's,4.2,82.3,82.6,52.9,61.7,0,2,49.3,4,43.2,0.0,44.3,3.5,5.8,No,36,Female,0,0.2691,26.9,439,994,55.9
3366,Data Analyst,Bachelor's,4.0,56.1,58.4,77.2,48.3,0,3,51.3,1,42.7,0.0,25.3,9.5,5.0,No,26,Female,1,0.3405,34.1,356,994,64.2
3367,Sales Executive,Master's,0.7,29.0,46.3,55.1,38.4,1,3,28.9,0,15.7,3.0,15.9,10.0,0.0,Open to Remote,31,Male,0,0.0618,6.2,976,981,0.6
3368,Sales Executive,Bachelor's,9.4,68.0,43.2,51.3,62.0,1,4,97.1,2,0.0,1.0,38.2,4.8,1.4,Open to Remote,34,Male,0,0.2716,27.2,579,981,41.0
3369,Software Engineer,Bachelor's,0.0,48.2,93.6,20.8,18.7,1,1,46.0,1,47.4,2.0,60.5,3.0,10.0,No,21,Female,0,0.0843,8.4,1050,1221,13.9
3370,Data Analyst,Master's,1.0,80.2,71.5,79.1,87.7,1,3,36.8,0,2.8,1.0,64.8,6.1,4.8,Yes,25,Female,1,0.5861,58.6,113,994,88.6
3371,Strategy Consultant,Master's,5.0,41.4,74.9,85.6,64.4,0,7,59.3,2,0.0,0.0,67.0,8.2,1.4,Open to Remote,29,Male,0,0.1622,16.2,351,804,56.3
3372,Software Engineer,Bachelor's,4.2,76.0,72.0,50.6,52.2,1,3,58.0,2,92.8,0.0,49.8,4.7,5.4,Yes,33,Male,0,0.1816,18.2,680,1221,44.2
3373,Strategy Consultant,Master's,2.0,66.2,44.2,50.9,49.8,1,1,70.0,1,0.4,1.0,26.3,4.4,6.2,No,38,Male,0,0.0471,4.7,787,804,1.9
3374,Software Engineer,Bachelor's,1.9,77.1,56.1,67.5,58.5,1,1,45.7,0,27.8,0.0,66.3,8.5,10.0,Open to Remote,28,Female,0,0.2215,22.2,586,1221,52.0
3375,Data Analyst,Bachelor's,4.3,60.6,74.8,100.0,63.9,0,2,61.1,2,7.8,1.0,54.7,5.0,8.8,No,27,Female,1,0.3859,38.6,297,994,70.2
3376,Data Analyst,High School,6.0,85.9,67.9,56.5,46.9,0,6,68.9,0,6.5,1.0,58.7,4.8,9.6,No,24,Female,0,0.406,40.6,276,994,72.2
3377,Software Engineer,Master's,4.8,74.3,98.1,37.0,77.2,1,3,71.9,3,22.0,2.0,36.8,5.7,5.1,Yes,31,Male,0,0.469,46.9,247,1221,79.8
3378,Strategy Consultant,Bachelor's,1.9,100.0,64.0,88.6,78.5,1,0,73.4,3,16.1,0.0,57.6,3.5,0.0,No,27,Female,0,0.067,6.7,622,804,22.6
3379,Data Analyst,High School,3.3,39.4,82.1,43.0,48.8,0,3,64.0,0,32.3,0.0,63.3,4.2,10.0,Open to Remote,27,Male,1,0.2015,20.2,560,994,43.7
3380,Strategy Consultant,Bachelor's,1.7,24.2,84.1,64.5,66.4,0,1,0.0,1,67.4,0.0,21.9,4.5,0.6,Yes,28,Female,1,0.0502,5.0,761,804,5.0
3381,Software Engineer,Bachelor's,1.7,84.9,67.1,15.4,55.9,1,4,66.7,0,15.1,1.0,24.5,1.5,5.2,Open to Remote,32,Male,0,0.0745,7.4,1095,1221,10.3
3382,Strategy Consultant,Bachelor's,1.6,49.5,76.9,65.5,44.6,1,2,27.8,3,0.5,0.0,55.2,4.8,2.0,Yes,26,Male,0,0.0542,5.4,714,804,10.6
3383,Strategy Consultant,Bachelor's,2.0,61.9,67.6,50.8,67.8,0,4,74.7,0,0.0,0.0,39.2,6.4,0.0,Yes,24,Male,0,0.1365,13.6,397,804,50.6
3384,Sales Executive,High School,3.6,28.5,25.4,93.9,68.3,1,6,65.8,0,0.0,0.0,61.9,5.4,1.6,No,32,Male,0,0.246,24.6,625,981,36.3
3385,Software Engineer,Master's,0.0,70.8,70.2,40.4,66.0,1,2,84.1,2,31.0,1.0,50.9,5.2,5.2,Open to Remote,21,Male,0,0.2157,21.6,599,1221,50.9
3386,Sales Executive,Bachelor's,3.0,51.9,61.4,86.7,56.5,1,2,41.6,4,34.7,0.0,32.0,4.8,3.0,No,25,Female,1,0.151,15.1,793,981,19.0
3387,Data Analyst,Bachelor's,10.5,56.8,76.8,58.4,45.7,0,1,44.4,2,71.3,1.0,57.0,6.7,3.1,No,22,Female,0,0.1879,18.8,586,994,41.1
3388,Strategy Consultant,Master's,3.6,53.5,72.9,71.9,54.9,0,3,51.8,1,20.1,0.0,52.6,8.4,0.0,Open to Remote,36,Female,0,0.0824,8.2,522,804,34.8
3389,Data Analyst,Bachelor's,4.0,44.6,82.6,67.8,65.4,1,6,82.3,1,38.1,0.0,50.4,6.8,2.9,Open to Remote,26,Female,1,0.4994,49.9,188,994,81.2
3390,Software Engineer,Master's,2.0,75.9,52.0,54.2,78.3,1,7,67.3,1,18.6,0.0,37.3,5.8,7.7,No,26,Male,0,0.2672,26.7,511,1221,58.1
3391,Software Engineer,Bachelor's,0.8,91.7,87.0,45.3,64.9,1,6,65.5,2,28.2,0.0,87.0,7.1,5.6,Yes,29,Female,1,0.5161,51.6,203,1221,83.5
3392,Sales Executive,High School,1.0,26.4,40.2,62.8,35.5,1,4,41.8,1,14.8,1.0,34.6,5.7,2.9,Open to Remote,25,Male,0,0.0765,7.6,953,981,2.8
3393,Strategy Consultant,Bachelor's,5.0,30.5,70.4,77.6,71.2,1,4,63.7,4,42.9,0.0,76.3,4.9,0.9,Yes,27,Male,0,0.3321,33.2,180,804,77.6
3394,Software Engineer,Bachelor's,5.8,87.8,75.2,26.5,57.4,1,3,83.0,1,12.1,0.0,27.5,5.3,8.4,No,30,Male,0,0.4049,40.5,321,1221,73.8
3395,Sales Executive,Master's,2.0,25.3,47.3,100.0,78.6,1,7,67.9,2,29.7,0.0,63.6,5.9,0.0,No,26,Male,1,0.5687,56.9,187,981,80.9
3396,Strategy Consultant,Master's,2.0,62.6,83.2,72.0,70.3,1,1,55.4,2,17.9,1.0,65.6,9.2,0.6,Yes,26,Female,1,0.5225,52.2,76,804,90.6
3397,Software Engineer,Bachelor's,0.9,70.8,59.9,49.9,74.2,1,4,74.4,3,81.4,0.0,51.6,9.5,6.9,Open to Remote,23,Male,1,0.4314,43.1,294,1221,76.0
3398,Software Engineer,Bachelor's,0.0,63.7,66.8,59.0,67.6,0,5,68.1,2,36.9,0.0,22.6,10.0,5.2,No,22,Male,0,0.1382,13.8,808,1221,33.7
3399,Sales Executive,High School,7.3,67.0,52.3,66.1,70.8,1,6,74.6,2,40.6,0.0,57.8,6.1,0.0,No,29,Female,0,0.3871,38.7,401,981,59.2
3400,Sales Executive,Bachelor's,0.9,58.9,46.3,72.3,57.7,0,2,63.4,1,18.6,0.0,17.6,7.7,1.9,No,31,Male,0,0.1239,12.4,857,981,12.6
3401,Software Engineer,Bachelor's,0.0,74.2,98.8,38.0,67.6,1,5,100.0,3,6.5,1.0,49.3,1.6,3.3,No,21,Female,0,0.2118,21.2,611,1221,50.0
3402,Strategy Consultant,Master's,2.8,17.7,59.4,75.6,55.5,1,5,73.1,1,0.0,0.0,60.0,5.7,0.0,Yes,34,Male,0,0.3893,38.9,138,804,83.0
3403,Data Analyst,Master's,3.4,75.7,33.7,58.8,66.8,0,5,94.4,5,46.5,0.0,54.8,4.0,4.7,Open to Remote,34,Female,0,0.3431,34.3,353,994,64.5
3404,Strategy Consultant,PhD,2.5,33.9,59.9,72.8,61.6,0,5,96.9,7,59.9,0.0,44.3,5.2,0.0,Yes,35,Female,0,0.4531,45.3,107,804,86.8
3405,Strategy Consultant,PhD,1.4,46.7,74.0,92.2,49.6,0,2,33.4,1,29.8,1.0,79.1,9.2,0.0,Open to Remote,31,Male,0,0.1861,18.6,322,804,60.0
3406,Strategy Consultant,Bachelor's,4.0,50.1,66.3,57.9,60.8,1,3,65.7,1,25.7,0.0,55.0,6.1,0.8,No,33,Female,0,0.0561,5.6,702,804,12.5
3407,Data Analyst,Master's,8.3,93.5,83.3,58.1,70.2,1,2,86.3,1,12.6,1.0,97.5,4.7,2.8,No,42,Male,1,0.7111,71.1,32,994,96.9
3408,Software Engineer,PhD,0.0,66.2,79.7,30.2,51.1,1,2,68.8,1,75.0,0.0,49.8,6.1,3.2,No,27,Male,1,0.2975,29.8,463,1221,62.1
3409,Data Analyst,Bachelor's,1.0,43.7,63.2,68.3,63.7,1,1,28.3,2,36.0,0.0,71.1,5.1,3.2,No,23,Female,0,0.0763,7.6,912,994,8.0
3410,Software Engineer,Bachelor's,0.0,92.0,39.8,54.7,83.7,1,5,63.3,3,28.3,0.0,59.8,1.8,7.5,No,21,Female,0,0.166,16.6,727,1221,40.5
3411,Sales Executive,Bachelor's,5.3,55.9,35.8,75.3,53.9,0,3,84.2,1,14.5,0.0,60.7,9.6,1.9,Open to Remote,40,Male,0,0.4703,47.0,296,981,69.9
3412,Software Engineer,Master's,3.2,81.4,64.5,52.6,89.9,0,5,81.9,3,50.4,1.0,43.7,7.2,6.5,Open to Remote,40,Male,1,0.7059,70.6,47,1221,96.2
3413,Data Analyst,Bachelor's,1.0,87.3,44.5,51.3,48.7,0,2,63.7,2,24.5,3.0,66.7,3.0,7.5,No,23,Male,0,0.0974,9.7,848,994,14.5
3414,Software Engineer,Bachelor's,2.6,95.8,59.5,92.4,98.5,1,5,79.1,2,48.1,0.0,70.1,3.1,8.5,No,25,Female,1,0.7463,74.6,22,1221,98.2
3415,Software Engineer,PhD,0.0,56.6,86.3,55.6,70.3,1,6,100.0,4,41.3,1.0,56.5,8.8,4.3,Yes,27,Female,0,0.4877,48.8,230,1221,81.2
3416,Software Engineer,Bachelor's,3.8,49.1,70.1,59.4,61.5,1,3,70.3,1,14.3,1.0,17.4,7.2,5.7,No,36,Male,0,0.1233,12.3,890,1221,27.1
3417,Sales Executive,High School,3.0,57.6,55.7,57.9,73.7,0,3,51.9,2,0.2,0.0,74.8,10.0,0.0,Yes,21,Other,1,0.535,53.5,237,981,75.9
3418,Sales Executive,Bachelor's,0.0,41.1,39.4,88.3,49.5,1,3,66.7,0,35.8,1.0,56.3,5.5,4.0,No,21,Male,0,0.1185,11.8,870,981,11.3
3419,Software Engineer,Bachelor's,8.9,67.4,67.7,53.1,77.8,0,2,55.4,1,0.3,1.0,65.5,9.2,5.9,Open to Remote,42,Female,1,0.4432,44.3,276,1221,77.5
3420,Strategy Consultant,Bachelor's,0.3,33.2,68.1,76.7,56.4,1,2,57.7,2,44.0,0.0,78.4,4.7,5.8,No,31,Female,0,0.065,6.5,633,804,21.1
3421,Strategy Consultant,Bachelor's,1.0,58.8,75.6,83.5,64.8,1,1,68.1,2,17.1,1.0,53.1,6.9,0.0,Open to Remote,32,Female,0,0.0678,6.8,613,804,23.4
3422,Data Analyst,Bachelor's,6.0,71.0,78.9,58.4,53.0,1,3,81.6,1,39.2,1.0,71.2,2.1,4.5,No,28,Male,0,0.3251,32.5,375,994,62.2
3423,Sales Executive,Master's,3.9,42.7,68.5,64.8,77.2,1,3,19.7,3,61.7,1.0,66.0,6.1,2.2,Open to Remote,32,Male,0,0.3364,33.6,481,981,51.1
3424,Data Analyst,Bachelor's,0.0,44.2,69.9,25.1,58.9,0,2,54.5,0,0.0,0.0,45.4,6.0,8.9,Open to Remote,21,Male,0,0.1209,12.1,763,994,23.2
3425,Software Engineer,Bachelor's,0.8,88.1,72.7,49.2,64.1,0,7,100.0,0,0.0,0.0,62.0,4.8,10.0,Open to Remote,24,Female,1,0.4128,41.3,314,1221,74.4
3426,Data Analyst,Bachelor's,4.3,68.8,60.3,49.8,66.1,0,1,33.7,3,80.4,0.0,41.3,6.9,5.0,Yes,30,Other,0,0.1319,13.2,710,994,28.4
3427,Software Engineer,Bachelor's,0.0,86.8,82.0,37.9,69.8,0,6,100.0,1,31.2,0.0,12.6,4.0,6.8,Open to Remote,21,Male,1,0.428,42.8,299,1221,75.5
3428,Strategy Consultant,Master's,2.9,18.5,58.7,91.8,52.0,0,3,54.7,2,43.5,0.0,29.5,6.6,0.0,Open to Remote,27,Male,0,0.0655,6.6,626,804,21.9
3429,Strategy Consultant,Bachelor's,5.0,50.9,68.9,84.7,79.7,1,3,70.5,2,1.9,0.0,25.0,5.9,5.1,No,27,Male,0,0.0737,7.4,572,804,28.7
3430,Strategy Consultant,Bachelor's,5.0,39.2,90.5,42.6,48.3,1,2,61.0,2,8.6,0.0,19.7,5.9,2.5,No,27,Female,0,0.0499,5.0,761,804,5.0
3431,Sales Executive,High School,3.5,45.5,47.8,77.3,31.0,1,0,9.4,3,40.2,2.0,37.1,8.7,0.0,No,26,Female,0,0.1389,13.9,827,981,15.7
3432,Sales Executive,Bachelor's,1.0,59.1,34.9,62.7,56.2,0,2,67.6,1,14.4,0.0,100.0,5.7,3.1,Yes,23,Male,0,0.4313,43.1,350,981,64.4
3433,Strategy Consultant,Bachelor's,0.0,55.5,65.8,75.5,66.4,0,4,69.5,2,8.9,0.0,30.5,6.2,2.5,Open to Remote,21,Female,0,0.0566,5.7,697,804,13.2
3434,Software Engineer,Master's,4.3,70.3,85.9,43.0,58.3,1,3,51.0,1,28.3,0.0,67.7,4.6,5.5,Open to Remote,30,Male,0,0.1371,13.7,815,1221,33.1
3435,Software Engineer,Bachelor's,5.0,70.2,30.9,46.9,39.5,1,2,82.3,2,0.0,0.0,19.9,8.8,5.8,No,27,Female,0,0.0824,8.2,1060,1221,13.0
3436,Sales Executive,Bachelor's,0.0,21.6,56.5,89.4,37.1,1,1,0.0,2,35.1,0.0,51.2,7.0,0.0,No,21,Male,1,0.2809,28.1,561,981,42.9
3437,Data Analyst,Master's,4.1,51.4,58.5,72.3,56.5,1,3,42.4,0,0.0,0.0,66.3,5.5,7.5,Open to Remote,29,Male,1,0.2088,20.9,542,994,45.5
3438,Data Analyst,Bachelor's,3.3,81.8,65.5,82.6,66.7,1,5,100.0,2,43.2,0.0,38.1,5.0,3.8,Open to Remote,27,Female,1,0.6349,63.5,82,994,91.9
3439,Software Engineer,Bachelor's,4.0,62.4,59.8,51.7,69.4,0,3,74.9,2,31.0,0.0,42.5,6.4,4.3,Yes,26,Female,0,0.197,19.7,643,1221,47.3
3440,Sales Executive,High School,1.8,62.1,69.4,53.2,67.4,1,1,35.0,5,60.6,0.0,36.7,6.2,4.2,Open to Remote,21,Male,0,0.1291,12.9,851,981,13.3
3441,Software Engineer,Bachelor's,0.8,82.4,65.8,68.8,66.8,0,4,55.9,2,55.8,0.0,70.4,4.6,7.7,Yes,33,Female,1,0.4529,45.3,268,1221,78.1
3442,Software Engineer,Bachelor's,0.0,83.2,80.2,68.9,83.6,1,1,48.0,0,1.6,0.0,66.4,4.6,2.2,Yes,22,Male,0,0.144,14.4,791,1221,35.2
3443,Software Engineer,High School,9.0,75.0,84.3,64.4,72.8,0,5,79.6,1,2.4,0.0,74.6,5.7,8.5,No,29,Male,1,0.6741,67.4,73,1221,94.1
3444,Data Analyst,Bachelor's,2.0,58.5,68.4,48.8,54.8,1,3,49.4,2,53.0,0.0,51.3,7.7,0.7,Open to Remote,24,Female,0,0.1341,13.4,703,994,29.2
3445,Strategy Consultant,Bachelor's,3.1,47.7,66.6,53.9,54.9,1,4,58.6,3,69.9,1.0,21.1,5.9,0.0,Yes,27,Female,0,0.0708,7.1,594,804,25.9
3446,Data Analyst,Bachelor's,2.8,74.6,73.7,68.0,93.3,1,4,69.8,1,47.6,0.0,36.3,2.9,6.0,Open to Remote,36,Male,0,0.3407,34.1,356,994,64.2
3447,Sales Executive,High School,2.6,13.1,63.6,61.7,53.0,0,1,25.9,5,3.4,0.0,15.9,4.0,1.9,Yes,32,Female,0,0.079,7.9,947,981,3.5
3448,Sales Executive,High School,0.2,63.7,37.7,70.4,54.7,1,3,51.2,4,55.0,0.0,38.5,10.0,0.0,Yes,36,Female,1,0.5242,52.4,247,981,74.9
3449,Data Analyst,Bachelor's,8.2,57.5,71.5,100.0,87.3,1,5,48.4,1,3.3,0.0,42.5,3.9,2.0,Yes,31,Male,0,0.4059,40.6,276,994,72.2
3450,Strategy Consultant,Master's,2.4,48.7,68.2,100.0,82.8,1,3,54.4,0,32.9,1.0,42.6,10.0,4.9,No,31,Male,1,0.4056,40.6,128,804,84.2
3451,Sales Executive,High School,3.0,43.8,48.7,86.9,63.5,1,2,46.6,2,23.9,0.0,47.8,6.5,4.3,Open to Remote,21,Male,1,0.416,41.6,365,981,62.8
3452,Sales Executive,Bachelor's,2.9,44.4,44.6,65.1,47.8,0,0,18.7,2,22.3,1.0,13.5,5.1,0.3,Yes,27,Female,0,0.0877,8.8,931,981,5.1
3453,Software Engineer,Bachelor's,2.1,50.3,55.6,44.2,45.0,1,4,66.5,1,14.1,0.0,68.6,5.3,6.8,Open to Remote,28,Female,0,0.0659,6.6,1138,1221,6.6
3454,Software Engineer,Bachelor's,8.4,72.3,83.8,65.7,60.5,1,4,89.2,1,10.0,0.0,63.5,6.8,5.3,No,36,Male,0,0.5052,50.5,212,1221,82.7
3455,Strategy Consultant,Master's,1.4,58.9,66.5,92.5,75.1,0,6,77.1,3,10.4,0.0,46.9,6.1,0.3,Yes,26,Male,1,0.6395,64.0,30,804,96.4
3456,Sales Executive,Bachelor's,5.7,14.3,72.2,67.3,42.9,1,3,52.3,4,35.3,0.0,32.3,5.8,1.0,Open to Remote,31,Male,0,0.1407,14.1,823,981,16.2
3457,Strategy Consultant,Master's,0.9,30.5,74.0,63.1,49.7,0,0,49.2,0,17.6,0.0,36.9,3.4,2.6,Yes,30,Female,0,0.0701,7.0,600,804,25.2
3458,Strategy Consultant,PhD,3.3,63.4,55.0,71.3,71.1,1,1,46.7,4,72.9,0.0,48.3,5.2,0.0,Yes,36,Female,0,0.314,31.4,197,804,75.6
3459,Software Engineer,Bachelor's,6.0,80.6,67.9,34.2,80.8,0,3,80.5,0,25.2,0.0,68.8,6.3,7.8,No,28,Male,1,0.6721,67.2,75,1221,93.9
3460,Sales Executive,Bachelor's,2.5,49.5,37.2,54.6,52.1,1,2,7.7,1,16.2,0.0,49.0,3.9,4.3,No,34,Female,0,0.0542,5.4,981,981,0.1
3461,Data Analyst,Master's,0.0,54.8,77.1,42.4,55.9,0,3,44.0,1,14.7,0.0,59.1,4.6,4.2,No,21,Male,0,0.0661,6.6,942,994,5.2
3462,Sales Executive,Master's,0.0,55.7,51.9,83.2,64.0,0,2,31.1,1,0.0,0.0,55.3,7.5,0.0,No,21,Female,1,0.385,38.5,404,981,58.9
3463,Software Engineer,Bachelor's,0.0,52.0,77.8,59.1,75.9,1,1,69.3,3,28.2,1.0,40.8,7.9,9.3,No,21,Female,0,0.2336,23.4,563,1221,53.9
3464,Software Engineer,Master's,6.2,67.9,86.5,72.1,79.6,1,1,60.0,4,45.7,0.0,24.5,3.3,4.5,Open to Remote,34,Female,0,0.4962,49.6,224,1221,81.7
3465,Sales Executive,Bachelor's,5.4,25.4,29.0,48.9,37.0,0,4,32.1,2,16.8,1.0,73.6,10.0,0.0,Yes,33,Male,1,0.2983,29.8,541,981,45.0
3466,Sales Executive,Bachelor's,9.1,42.6,48.1,52.2,50.8,0,7,59.5,0,4.5,0.0,62.8,7.9,0.0,Yes,34,Female,1,0.4829,48.3,285,981,71.0
3467,Sales Executive,Bachelor's,2.5,29.5,36.9,81.8,32.9,0,3,24.4,1,0.0,1.0,72.9,6.1,2.0,Yes,25,Female,0,0.3223,32.2,495,981,49.6
3468,Data Analyst,High School,4.7,76.3,100.0,46.9,77.8,1,4,75.0,6,29.2,1.0,48.9,5.8,2.1,No,26,Female,0,0.463,46.3,219,994,78.0
3469,Data Analyst,High School,3.9,71.5,61.4,48.0,49.7,1,3,65.2,0,0.0,0.0,64.5,4.1,1.2,No,28,Female,0,0.0947,9.5,858,994,13.6
3470,Strategy Consultant,Bachelor's,4.8,41.4,52.3,85.2,64.7,0,3,45.1,1,7.5,0.0,38.0,3.4,1.2,Yes,38,Female,0,0.0958,9.6,476,804,40.7
3471,Data Analyst,Bachelor's,7.3,81.4,100.0,51.7,67.8,1,6,66.9,1,0.0,1.0,73.4,5.2,2.5,No,39,Male,0,0.4371,43.7,238,994,76.2
3472,Data Analyst,Master's,2.2,50.7,57.1,53.5,60.7,1,4,60.9,3,28.3,0.0,84.0,5.2,6.2,Open to Remote,34,Male,0,0.2608,26.1,451,994,54.7
3473,Sales Executive,High School,4.6,44.5,30.7,71.2,47.9,1,4,100.0,2,27.2,0.0,81.4,7.6,2.0,No,31,Female,0,0.3587,35.9,442,981,55.0
3474,Data Analyst,Bachelor's,8.4,55.8,50.6,57.2,41.0,0,7,74.1,1,30.2,0.0,54.6,3.6,5.1,No,37,Male,0,0.0952,9.5,858,994,13.6
3475,Sales Executive,High School,3.9,56.1,57.1,85.3,63.1,1,2,71.7,5,41.4,0.0,68.7,5.2,0.0,No,27,Female,0,0.3275,32.8,488,981,50.2
3476,Data Analyst,Bachelor's,5.0,74.7,68.7,41.8,87.9,0,2,51.3,0,31.5,2.0,69.0,7.4,6.7,Yes,27,Female,0,0.3552,35.5,344,994,65.5
3477,Strategy Consultant,Bachelor's,0.6,69.5,59.5,67.2,38.4,1,4,84.5,3,71.7,0.0,60.1,8.0,0.0,No,28,Female,0,0.0591,5.9,682,804,15.0
3478,Strategy Consultant,Bachelor's,1.0,51.2,64.7,87.4,69.9,1,3,66.4,1,0.0,0.0,61.4,4.0,3.4,Yes,23,Female,0,0.108,10.8,451,804,44.0
